,census_tract_number,total_population,california_county,children_10_percent,pop_11_64_years_percent,elderly_65_percent,hispanic_percent,white_percent,african_american_percent,native_american_percent,asian_american_percent,other_percent,zip,nearby_city,ces_3_0_score,sb_535_disadvantaged_community,ozone,pm2_5,diesel_pm,drinking_water,pesticides,tox_release,traffic,cleanup_sites,groundwater_threats,haz_waste,imp_water_bodies,solid_waste,pollution_burden,pollution_burden_score,asthma,low_birth_weight,cardiovascular_disease,education,linguistic_isolation,poverty,unemployment,housing_burden,pop_char,pop_char_score
86,6065031300,2651,Riverside,16.4,74.4,9.2,92.7,2.8,1.9,0.9,1.2,0.4,92504,Riverside,67.44,Yes,0.065,12.05,17.52,960.39,13.08,11168.95806,2174.7,16,10,0.5,0,0,68.84,8.48,60.13,5.41,8.93,51.5,14.5,63.4,17.1,35.7,76.7,7.95
87,6071007000,7898,San Bernardino,20.2,73,6.8,87,6.7,3.9,0.2,1.1,1.1,92324,Colton,67.44,Yes,0.065,12.47,42.576,885.61,0,830.7216942,1325.15,7.5,0,0.085,1,8.5,60.9,7.5,88.8,5.72,15.04,40.7,17.5,66.9,18.1,29.4,86.69,8.99
88,6037533001,4527,Los Angeles,20.5,74.2,5.3,95,0.8,3.5,0.2,0.3,0.2,90001,Los Angeles,67.42,Yes,0.046,12.05,23.49,575.06,0,5709.953193,790.07,54,7.55,2.525,0,9.1,59.99,7.39,79.03,6.19,12.37,64.7,29.3,74.7,12,36.4,87.99,9.12
89,6037121222,5293,Los Angeles,19.2,75.9,4.9,85,6.5,3.1,0.1,4.4,0.9,91352,Sun Valley,67.39,Yes,0.055,12.05,23.31,618.05,0,1022.925341,2055.12,18.25,2.6,0.975,4,26.65,65.21,8.03,77.04,7.03,8.41,41.4,16.7,70.8,11.6,41.8,80.91,8.39
90,6037532800,4409,Los Angeles,21.5,74.1,4.4,91.5,0.4,7.6,0,0.3,0.2,90001,Los Angeles,67.31,Yes,0.046,12.47,24.493,575.06,0,5361.16416,1005.81,136.5,7.4,1.36,0,7.45,61.03,7.52,78.89,7.53,12.35,62.9,30.4,76.3,6.9,37.3,86.34,8.95
91,6037239601,3755,Los Angeles,21.9,74.2,3.9,82.2,0.3,16.4,0.2,0.2,0.6,90003,Los Angeles,67.3,Yes,0.046,12.05,26.33,664.07,0,4678.640037,4021.64,6.75,6.3,0.52,0,1.75,58.58,7.21,95.56,5.57,13.17,53.9,30,77.2,17.4,47.1,89.94,9.33
92,6037575401,5155,Los Angeles,19.8,76.5,3.7,76.9,5.7,11.5,0.2,4.5,1.3,90813,Long Beach,67.2,Yes,0.042,11.21,29.12,220.01,1.43,14453.79426,820.59,0,57,1.2,19,2.5,60.22,7.42,116.32,6.19,11.4,54.2,24.9,79.1,14.2,23.7,87.35,9.06
93,6077002401,5001,San Joaquin,17.1,73.4,9.5,63.5,2.8,6.8,0.1,25.1,1.6,95206,Stockton,67.08,Yes,0.046,12.98,21.755,278.76,0,949.3612286,1319.02,10.45,58.15,0.01,18,5.15,58.66,7.22,128.15,5.27,14.74,55.2,32.8,72.1,20.8,30.2,89.52,9.28
94,6037534201,4439,Los Angeles,20,73.6,6.4,95.4,2.7,0.8,0.3,0.6,0.2,90201,Bell,67.05,Yes,0.046,12.05,18.493,475.44,19.49,8988.652776,2757.89,24.3,29.75,1.005,10,2.95,73.58,9.06,48.15,4.54,10.08,61.3,22.8,70.9,10.2,34,71.34,7.4
95,6037122410,3794,Los Angeles,17.2,75.2,7.6,83.2,7.6,4.6,0,3.3,1.2,91605,North Hollywood,66.93,Yes,0.055,12.05,21.73,618.05,0,1121.260416,808.32,16.5,45,0.395,0,3.5,60.36,7.44,78.9,5.37,13.7,47.1,29.6,73.8,16.5,34.2,86.8,9
96,6037239702,3927,Los Angeles,19.9,74.5,5.6,68.6,0.9,29,0.1,0,1.4,90003,Los Angeles,66.87,Yes,0.046,12.05,24.76,664.07,0,4876.021333,3720.67,9,3.6,0.125,0,3,57.54,7.09,95.56,8.92,13.17,42.6,16.8,73,13.1,39.8,90.99,9.44
97,6073003601,3250,San Diego,19.5,75.1,5.4,89.6,2.9,5.5,0,1.5,0.5,92113,San Diego,66.76,Yes,0.038,11.21,42.597,228.07,0,875.7058339,1703.39,5.25,66.5,3.675,11,7.5,60.67,7.47,125.77,5.69,9.56,56.7,21.7,74.5,16.8,38.3,86.13,8.93
98,6037228100,4916,Los Angeles,20.1,75.8,4.1,91.3,0.4,7.3,0.1,0.1,0.8,90011,Los Angeles,66.68,Yes,0.046,12.89,42.82,628.95,0,6132.236744,530.13,46.6,4.25,1.395,7,13.85,66.22,8.16,65.14,4.9,9.6,67.2,36.1,76.2,12.4,41.5,78.83,8.17
99,6037292000,6543,Los Angeles,17.5,76.4,6.1,59.7,11,13.2,0.1,14.2,1.8,90501,Torrance,66.67,Yes,0.042,12.05,19.699,426.43,0.03,10548.6642,2511.49,102.2,51.35,6.71,14,10.7,71.62,8.82,59.49,5.95,7.15,28,17,56.7,18.6,35.6,72.87,7.56
100,6037434001,4395,Los Angeles,15.7,77,7.3,87.3,2.9,0.3,0.1,9.1,0.3,91732,El Monte,66.54,Yes,0.05,12.05,32.03,782.36,16.71,8051.796181,971.38,41.9,18.1,0.125,5,5,74.35,9.16,56.43,5.13,7.38,43.8,25.2,63.6,14.3,25.9,70.06,7.27
101,6037122122,2439,Los Angeles,15.9,77.4,6.7,80.3,12.6,4.4,0.3,1.7,0.6,91352,Sun Valley,66.51,Yes,0.055,12.05,37.276,618.05,0,1100.164818,1625.33,16,11.5,0.64,6,21.8,69.56,8.57,77.04,5,8.41,50.4,14.8,55.4,14.8,40.2,74.86,7.76
102,6099001500,6551,Stanislaus,14.9,72,13.1,54.9,31,4.6,0.4,6.4,2.7,95358,Modesto,66.48,Yes,0.053,12.89,15.428,1123.34,1528.52,564.7514342,650.75,21.95,17.05,0.08,6,5.5,69.34,8.54,83.51,4.38,13.4,30.3,14.1,54.6,25,20.9,75.06,7.78
103,6037242600,4409,Los Angeles,27.2,70.1,2.7,59.9,0.9,38.2,0.1,0.2,0.7,90059,Los Angeles,66.48,Yes,0.044,12.05,25.04,627.17,0,5631.459453,3279.99,0,4.5,0.11,6,7,57.62,7.1,105.29,7.05,11.72,58,10,88.1,39.7,34.3,90.32,9.37
104,6077000900,5859,San Joaquin,17.7,73.8,8.5,49.6,30.6,6.7,0.9,8.5,3.6,95203,Stockton,66.46,Yes,0.048,13.44,20.032,278.76,0.36,826.3113751,1960.84,34,34,0.125,16,0.75,63.53,7.83,149.5,7.32,12.31,19.7,5.1,57.3,22.5,23.2,81.89,8.49
105,6037228900,3216,Los Angeles,20.7,75,4.3,86.1,0.5,9.8,0.2,2.9,0.5,90058,Los Angeles,66.42,Yes,0.046,12.47,23.49,655.71,0,5940.839994,577.44,61.3,2.75,10.21,0,12.5,59.05,7.27,76.55,7.2,10.27,61.4,29.7,84.8,13.5,31.6,88.06,9.13
106,6037433302,1595,Los Angeles,19.3,73.4,7.3,82.6,3.3,0.3,0.3,13.1,0.4,91732,El Monte,66.41,Yes,0.05,11.63,32.03,782.36,0,7081.275742,2059.86,28.2,29.5,0.2,1,5,68.05,8.38,67.93,4.63,8.58,53.8,46.8,78.4,14.4,34.3,76.4,7.92
107,6099002402,5559,Stanislaus,21.7,72.9,5.4,83.1,12.9,0.8,0.2,1.4,1.7,95358,Modesto,66.28,Yes,0.053,12.89,19.35,826.14,624.55,668.6804943,538.15,0,0,0.125,6,2.5,58.44,7.2,84.77,5.9,12.16,63,30.6,82.2,24.9,25.5,88.78,9.21
108,6071005600,7101,San Bernardino,21.2,74.7,4.1,73.8,8.5,13.4,0.1,2.9,1.2,92410,San Bernardino,66.14,Yes,0.065,12.05,37.59,493.98,0,839.7930723,981.21,14,0,0.05,0,7,55.02,6.78,119.54,7.48,15.77,49.4,14.2,84.6,19.5,43.3,94.1,9.76
109,6019003001,3175,Fresno,20,74.3,5.7,48.8,12.2,5.9,1.2,30,1.9,93727,Fresno,66.11,Yes,0.065,15.4,25.39,889.83,0.63,2236.343215,558.67,12,14.5,0.16,0,2,64.04,7.89,75.44,6.61,10.71,31.5,11.7,57.2,12.6,34.2,80.81,8.38
110,6037402304,3848,Los Angeles,20.6,75.4,4,90,3.8,2.7,0.3,2.8,0.5,91768,Pomona,66.06,Yes,0.057,12.47,25.468,718.46,0,8587.711816,810.09,37.25,30,0.25,1,2.6,66.23,8.16,77.44,4.69,9,50,19.7,74.3,22.8,32.4,78.08,8.1
111,6037122420,5050,Los Angeles,16.3,76.5,7.2,79.9,9.3,3.1,0.1,6.4,1.2,91605,North Hollywood,66.04,Yes,0.055,12.05,21.73,618.05,0,1156.096193,969.19,13.05,40,1.035,0,3.5,61.54,7.58,71.23,7.22,12.13,41.1,26.2,57.4,9.8,31.1,84.01,8.71
112,6037536103,5516,Los Angeles,15.4,77.1,7.5,94.6,3.7,0.5,0.3,0.6,0.2,90280,South Gate,66.03,Yes,0.044,12.05,18.53,532.54,0.03,7030.105063,1081.69,87.7,32.25,2.89,10,17.05,69.45,8.55,46.23,5.48,11.83,47.1,25.6,42.3,12.3,28.9,74.44,7.72
113,6037199700,3411,Los Angeles,13.1,78.2,8.7,69.4,11,0.8,0.2,18,0.6,90031,Los Angeles,66.03,Yes,0.046,12.89,62.433,664.07,0,5566.077134,2355.35,47.55,31.3,4.14,8,1.7,73.59,9.06,45.01,6.56,5.94,42.8,26,66.4,12.4,36.2,70.25,7.28
114,6029002100,3852,Kern,20.7,72.9,6.4,83.4,4.8,9.7,1,0.3,0.9,93307,Bakersfield,66,Yes,0.065,19.18,25.57,593.77,0,45.75489149,719.8,13.4,12.5,0.9,0,1.5,55.84,6.88,89.83,7.65,11.77,64.2,25.7,71.6,22.2,31.8,92.53,9.6
115,6037219902,4113,Los Angeles,14,77.7,8.3,72.2,3.5,20.6,0.1,1.7,1.8,90016,Los Angeles,65.96,Yes,0.046,12.05,24.45,664.07,0.24,1939.803289,2086.55,8.25,36.75,0.95,9,2.7,69.62,8.57,83.36,6.46,8.56,40.2,10.8,54.6,10.9,23,74.17,7.69
116,6037206300,7540,Los Angeles,2,89.1,8.9,24.9,16.7,52.8,1,2.3,2.2,90013,Los Angeles,65.94,Yes,0.046,12.89,61.232,664.07,0,6440.180577,645.7,16.2,13.7,3.84,7,13.7,69.79,8.6,90.55,9.89,5.06,32.2,4.7,94.9,41.1,30.7,73.97,7.67
117,6037123206,2945,Los Angeles,14.7,77.6,7.7,85,8.7,2.4,0.1,3.2,0.6,91606,North Hollywood,65.93,Yes,0.055,12.05,40.007,618.05,0,1257.986471,1078.75,17,27.3,0.295,0,4.5,63.3,7.8,61.15,6.25,11.23,44,31.9,64.6,10.4,30.2,81.54,8.46
118,6077000600,2279,San Joaquin,19.9,74.7,5.4,74.6,6,5.5,0.7,11.5,1.8,95205,Stockton,65.82,Yes,0.046,13.61,21.68,278.76,0.11,637.8737156,642.67,25.6,16.5,0,13,5.5,56.08,6.91,90.94,7.01,12.43,57.5,34.3,80.6,14.9,31.7,91.88,9.53
119,6065030104,6922,Riverside,17.3,77,5.7,62.1,18.7,8.7,0.3,8.5,1.7,92501,Riverside,65.81,Yes,0.065,12.89,37.024,953.21,0,1098.770327,1725.72,20.55,6.25,0.65,1,2.5,68.61,8.45,102.96,5.59,11.82,17,6.8,44.9,19.1,23.7,75.09,7.79
120,6071004004,5076,San Bernardino,16.9,75.9,7.2,71,20.6,3.3,0.3,3.5,1.3,92324,Colton,65.79,Yes,0.065,12.89,21.997,882.09,0.01,1073.38959,1507.26,53.8,129,9.035,1,24.25,75.16,9.26,55.09,6.69,9,38.3,12.5,54.9,13.8,11.1,68.53,7.11
121,6037540901,4994,Los Angeles,14.8,74.4,10.8,64.4,1.8,32.2,0.1,0.4,1.1,90061,Los Angeles,65.75,Yes,0.044,12.05,27.84,479.94,0,5497.891787,1815.31,13.05,32.1,0.175,0,8,60.4,7.44,81.72,8.61,10.17,37.6,16.9,58.5,15.4,29,85.23,8.84
122,6037532603,3319,Los Angeles,18.9,75.6,5.5,98,0.9,0.1,0.1,0.6,0.4,90255,Huntington Park,65.7,Yes,0.046,12.05,23.49,550.28,0,6614.764952,806.73,63.85,12,10.145,0,13,61.87,7.62,59.17,5.56,11.01,54.1,27,77,15.6,36.7,83.12,8.62
123,6029002400,7478,Kern,23.1,71.6,5.3,70.8,18.4,5.3,0.6,3.1,1.8,93307,Bakersfield,65.67,Yes,0.065,19.6,8.677,1217.18,314.73,173.7907491,537.47,3.15,29.3,1.71,0,10.25,64.75,7.98,89.83,4.55,11.77,45.6,18.5,62.8,17.5,26.6,79.4,8.23
124,6065042505,3639,Riverside,23.1,72.3,4.6,80.1,8.9,6.8,0.2,2.4,1.6,92553,Moreno Valley,65.65,Yes,0.065,12.89,27.03,752.95,0,891.1838744,1520.45,12,9,0.245,0,2,62.99,7.76,58.11,6.98,8.7,44.5,15.4,74.2,20.5,39.4,81.59,8.46
125,6071002204,6139,San Bernardino,19.2,76.1,4.7,78.5,11.6,4.9,0.2,4.1,0.7,92335,Fontana,65.53,Yes,0.065,13.31,30.969,644.59,0,5527.415108,1095.52,26.25,3,9.03,0,17.8,68.47,8.43,74.22,4.6,13.01,36.1,17.1,56,18.7,18.7,74.92,7.77
126,6037239502,3372,Los Angeles,18.8,75.8,5.4,76.3,0.2,22.3,0.2,0.1,0.8,90001,Los Angeles,65.46,Yes,0.046,12.05,26.33,664.07,0,5111.57156,979.6,14.7,8.3,0.56,0,2.75,59.07,7.28,68.91,6.83,10.35,53.5,18.6,67.1,18.9,41.5,86.76,9
127,6019003805,6852,Fresno,18.4,74.7,6.9,56.2,18.9,10.2,1,11,2.7,93722,Fresno,65.41,Yes,0.062,15.4,35.276,802.96,5.98,2656.837802,1131.46,0.5,2,0.55,0,0.5,62.05,7.64,88.39,6.12,10.71,31.1,15.9,77.3,18.1,22,82.52,8.56
128,6037553601,4750,Los Angeles,18.1,77.1,4.8,75,4.6,15.8,0.1,3.2,1.2,90723,Paramount,65.37,Yes,0.044,12.05,26.611,302.13,0,8306.36672,1626.68,23.35,55.8,0.92,7,23.25,68.02,8.38,50.32,7.26,9.7,48.6,16.1,47.9,12,23.8,75.23,7.8
129,6037402804,4085,Los Angeles,19.5,76.8,3.7,79.2,4.5,3.5,0.2,11.6,1.1,91766,Pomona,65.36,Yes,0.057,12.89,22.77,858.58,0,7345.338449,481.45,16.6,1.5,2.15,1,20.25,63.09,7.77,70.31,6.14,10.29,50.1,25.1,68.5,9.1,34.8,81.1,8.41
130,6019001800,4615,Fresno,15.2,72.3,12.5,60.6,32,1.1,0.7,4.3,1.2,93706,Fresno,65.35,Yes,0.065,15.4,8.728,1039.15,2239.24,3024.583829,286.07,24.2,14.5,1.15,0,31,69.52,8.56,110.07,6.38,12.15,26.5,9,42.9,11.7,14.1,73.58,7.63
131,6071001813,4576,San Bernardino,19.3,75.7,5,91.6,3.3,3,0,1.2,0.9,91761,Ontario,65.35,Yes,0.062,12.89,29.59,840.14,3.33,6159.352785,399.55,17,18.75,5.435,0,2.25,69.17,8.52,42.99,5.43,11.71,64,17,68.1,14.3,20.1,73.96,7.67
132,6037534301,4636,Los Angeles,18.5,76,5.5,95,2.7,1,0.1,0.6,0.6,90201,Bell,65.29,Yes,0.046,12.05,18.866,407.23,0.05,8092.279194,662.27,67.3,30.75,1.295,7,6.2,65.02,8.01,48.15,5.8,10.08,54.5,27.8,61.1,15.8,30.2,78.61,8.15
133,6037206200,3386,Los Angeles,3.1,71.3,25.6,19.5,12.2,25.9,0.4,39.7,2.2,90012,Los Angeles,65.26,Yes,0.046,12.89,62.68,664.07,0,6342.833218,614.69,36.55,31.85,3.645,7,11.6,72,8.87,67.73,8.86,4.18,26,32.4,72.2,15.4,20.2,70.96,7.36
134,6037432801,2568,Los Angeles,10.9,61.8,27.3,59.3,3.3,0.1,0.4,36.8,0.2,91731,El Monte,65.18,Yes,0.05,11.21,20.62,636.89,0.31,5943.506255,1652.23,36,38.1,0.695,0,2,65.21,8.03,53.71,5.96,9.53,57.4,49,61.8,10.4,38.7,78.25,8.12
135,6037601600,4375,Los Angeles,17.3,75.4,7.3,92.5,2.5,2.2,0,2.2,0.5,90304,Inglewood,65.05,Yes,0.044,12.05,38.92,287.5,4.76,4095.509354,2827.76,10.4,39.3,0.1,0,2,61.16,7.53,68.69,6.04,11.11,48.3,31.7,51.3,12.8,39,83.27,8.64
136,6037229410,3343,Los Angeles,19.5,75.5,5,83.6,1,14.4,0.1,0.4,0.5,90011,Los Angeles,65,Yes,0.046,12.89,26.33,664.07,0,4694.697378,832.79,63.25,25,0.25,0,6.75,63.51,7.82,63.39,5.06,9.61,63.9,23.2,86.6,15.7,43.5,80.12,8.31
137,6037601401,4683,Los Angeles,13.1,80.6,6.3,58.9,5.1,32.4,0.3,1.9,1.4,90301,Inglewood,64.99,Yes,0.046,12.05,38.92,204.02,0,2641.37585,2485.36,26.25,66.3,7.71,0,3.25,61.93,7.63,86.66,8.42,11.71,24.4,11.7,53.7,12.7,26.3,82.15,8.52
138,6037239602,3313,Los Angeles,19,76.4,4.6,77.1,0.7,20.6,0.4,0.1,1,90003,Los Angeles,64.92,Yes,0.046,12.05,26.33,664.07,0,4750.177076,4700.41,9.9,6,0.51,0,0.7,58.14,7.16,95.56,5.12,13.17,56.6,25.1,83.1,15.9,44.2,87.41,9.06
139,6037127400,5818,Los Angeles,16.9,78.2,4.9,73.2,15.3,5,0.1,4.8,1.5,91406,Van Nuys,64.88,Yes,0.057,10.79,31.67,618.05,0,756.1055373,2612,23.85,15.3,1.16,0,0,58.29,7.18,74.19,7.36,10.44,42,26.8,70.2,13.7,39,87.14,9.04
140,6037302302,4895,Los Angeles,10.1,76.5,13.4,34.4,44.6,1.7,0.3,16.9,2.2,91204,Glendale,64.86,Yes,0.051,12.05,24.86,904.35,0,2698.895003,854.2,24.9,12.9,2.935,5,9.05,68.65,8.46,72.69,4.71,10.53,26.2,38.8,48.5,11.3,34.6,73.97,7.67
141,6037228800,5575,Los Angeles,20.7,75,4.3,88.1,0.6,9.1,0,1.5,0.7,90058,Los Angeles,64.82,Yes,0.046,12.89,29.475,633.53,0,5893.677164,502.69,30,4.6,5.76,7,9.05,64.8,7.98,64,5.89,8.99,59.9,19.1,74.7,9.9,42.7,78.3,8.12
142,6071005500,8618,San Bernardino,23.8,72.5,3.7,73.6,7.8,14.9,0.3,1.4,2,92405,San Bernardino,64.69,Yes,0.065,12.05,32.75,493.98,0,884.618473,938.53,12.1,14,0,0,2.25,54.35,6.69,111.82,6.55,12.96,50.1,20.3,82.1,29.5,42.9,93.17,9.66
143,6037533002,2822,Los Angeles,19.2,74.5,6.3,97.3,1.2,1,0.1,0.1,0.3,90001,Los Angeles,64.65,Yes,0.046,12.05,23.49,575.06,0,6047.80114,944.9,40.1,39.25,1,0,2.95,61.56,7.58,79.03,6.28,12.37,53,39.4,57.9,9.2,22.5,82.21,8.53
144,6037543100,6759,Los Angeles,15.1,73.5,11.4,49.6,0.7,47.9,0.2,0.6,1,90220,Compton,64.64,Yes,0.042,12.05,32.849,502.09,0.08,6899.513375,1102.68,22.5,11.35,12.79,6,13.5,67.56,8.32,90.19,6.11,10.33,29.5,11,35.5,11.7,26.6,74.89,7.77
145,6037575801,2446,Los Angeles,19.9,77.1,3,79.3,9.5,6.9,0.5,2.5,1.3,90813,Long Beach,64.47,Yes,0.042,11.21,169.243,220.01,2.34,13488.98267,633.62,0,54.8,0.41,21,1.5,58.68,7.23,112.42,6.05,11.02,53.4,11.5,84.3,14.1,34.4,86.02,8.92
146,6077001500,8384,San Joaquin,19.6,72.9,7.5,58.8,21.8,5.6,1,10.3,2.6,95205,Stockton,64.46,Yes,0.046,13.53,17.312,287.82,28.5,451.2898651,486.11,8.75,28.1,4.21,18,1.25,60.33,7.43,86.39,7.44,11.84,37.1,8,63.3,18.7,23,83.63,8.67
147,6037532900,6681,Los Angeles,19.7,75.6,4.7,92.7,0.3,6.5,0.1,0.1,0.3,90001,Los Angeles,64.43,Yes,0.046,12.05,24.587,700.53,0,5467.886227,1045.66,76,3.55,0.335,0,9.75,61.01,7.52,79.03,5.37,12.37,58.1,35.3,81.2,8.6,33.7,82.66,8.57
148,6029002302,3378,Kern,23.2,69.9,6.9,94,3,1.8,0.4,0.5,0.4,93307,Bakersfield,64.38,Yes,0.065,19.6,25.646,593.77,0,31.9450918,619.55,14.75,7.5,4.51,0,3.25,56.38,6.94,89.83,5.86,11.77,65.6,25.9,72,22.3,34.3,89.39,9.27
149,6037291130,3582,Los Angeles,14.5,74.6,10.9,64,4.8,18.6,0,11.1,1.5,90248,Gardena,64.33,Yes,0.044,12.05,27.84,695.76,0,6327.438375,2924.53,16.05,50.55,1.025,0,13.95,68.03,8.38,66.08,6.35,8.71,33.8,19.1,40.7,12.4,27.1,74.03,7.68
150,6037553701,4176,Los Angeles,20,74.7,5.3,93,3.3,2.5,0.1,0.5,0.6,90723,Paramount,64.32,Yes,0.044,12.05,26.94,291.55,0,7295.728959,2498.36,15.15,39,0.45,7,10.75,66.44,8.18,61.93,5.22,11.54,56.1,16.3,61.6,10.7,25.1,75.79,7.86
151,6037535101,7306,Los Angeles,18.3,75.8,5.9,82.7,0.5,16.2,0.1,0.1,0.5,90001,Los Angeles,64.3,Yes,0.046,12.05,24.519,704.09,0,5562.436586,954.09,14.9,8.3,0.085,0,5.25,56.97,7.02,73.75,6.72,11.5,61.3,20,64.8,19.2,33.5,88.37,9.16
152,6019002601,5821,Fresno,21.9,72.3,5.8,84.8,4.4,2.3,0.4,7,1,93702,Fresno,64.22,Yes,0.065,15.4,44.17,681.2,0,2829.660432,413.74,0,5,0.1,0,5,54.29,6.69,119.15,6.9,17.02,60,29.3,75.4,15.7,24.4,92.61,9.6
153,6071001309,4793,San Bernardino,17.3,75.7,7,78.5,11.2,5.8,0.1,3.1,1.4,91764,Ontario,64.22,Yes,0.062,12.89,40.512,840.14,0.53,5334.795409,3875.97,0,0,0.02,5,0,59.96,7.39,79.43,6.18,12.34,46.4,14.8,51.1,21,25.2,83.84,8.69
154,6099001800,2196,Stanislaus,10.6,76.4,13,32.7,53.8,5.6,1.5,3,3.4,95354,Modesto,64.21,Yes,0.053,12.89,25.26,826.14,16.22,810.1911859,432.82,24.8,37.15,0.65,7,1.5,70.11,8.64,86.67,4.73,12.48,25.8,4,62.8,26.2,19.5,71.7,7.44
155,6037535200,5820,Los Angeles,19.6,75.4,5,80.6,0.6,17.9,0.2,0.2,0.5,90002,Los Angeles,64.19,Yes,0.044,12.05,25.002,702.14,0,5478.913346,899.26,1.75,27.5,0.025,6,0.7,54.21,6.68,88.42,7.62,12.7,51.6,28.7,74.7,15.5,39.1,92.7,9.61
156,6037203300,2607,Los Angeles,8.5,81.7,9.8,68.8,8.9,11,0.1,10.4,0.8,90033,Los Angeles,64.17,Yes,0.046,12.89,48.216,544.9,0,6340.513468,2962.46,10.65,57.55,0.86,13,1,70.4,8.67,96.21,4.88,10.36,46.4,37.6,56.6,4.3,23.2,71.36,7.4
157,6037404703,3178,Los Angeles,18.3,74.8,6.9,88.6,2.7,0.8,0.2,7.3,0.4,91706,Baldwin Park,64.09,Yes,0.051,11.63,26.445,808.62,5.34,9320.167583,3844.98,16.75,25.25,0.835,3,0,71.56,8.81,57.41,4.56,9.82,38.3,18.4,63.5,13.2,23.1,70.11,7.27
158,6037242200,6554,Los Angeles,21.6,73.4,5,71.9,0.7,25.8,0.2,0.3,1,90002,Los Angeles,64.03,Yes,0.044,12.05,25.04,787.97,0,5736.077105,568.16,41.05,44.8,0.095,0,7.25,58.97,7.26,88.42,5.93,12.7,43,15.4,70,13.5,30,85.01,8.82
159,6037535603,3493,Los Angeles,18,77,5,96.1,2.1,1,0,0.7,0.1,90280,South Gate,64.01,Yes,0.044,12.05,25.04,703.08,0,6191.008127,991.32,85.85,13,0.125,0,21.5,61.5,7.57,46.23,8.04,11.83,49.9,23.9,49.5,12.8,31.9,81.48,8.45
160,6019001700,5701,Fresno,15.7,73,11.3,57.7,26.2,1.8,0.6,12.3,1.5,93725,Fresno,63.99,Yes,0.065,15.82,13.817,977.3,2273.75,2490.114245,571.47,8,5,0.12,0,16.5,66.57,8.2,79.97,5.95,10.73,30.4,12.8,48.9,13.7,18.7,75.26,7.8
161,6037570202,6415,Los Angeles,16.2,78.2,5.6,62.5,8.2,16.8,0.2,10.2,2.1,90805,Long Beach,63.99,Yes,0.042,12.05,29.03,219.19,61.01,6196.239534,2358.67,11.4,21.3,3.17,7,2.25,68.28,8.41,62.76,6.99,8.16,33.9,9.4,44.8,19.9,24.3,73.36,7.61
162,6037541604,6207,Los Angeles,21.5,74.2,4.3,81.4,0.6,16.7,0.2,0.3,0.7,90221,Compton,63.96,Yes,0.044,12.05,22.232,479.04,0,5974.851237,706.2,4.8,38.05,5.66,0,5.7,55.86,6.88,79.9,6.38,12.39,56.3,16.9,77.5,18.4,42,89.65,9.3
163,6037535300,6251,Los Angeles,18.3,75.8,5.9,91.6,1,7,0,0.1,0.3,90001,Los Angeles,63.92,Yes,0.044,12.05,24.732,574.43,0,5916.30207,984.84,59.9,33.75,0.2,0,22,61.63,7.59,71.89,5.41,10.87,54.2,19.1,69.5,14,28.4,81.2,8.42
164,6037123304,4687,Los Angeles,12.2,72.4,15.4,50.8,39.2,3.2,0.1,4.4,2.2,91605,North Hollywood,63.9,Yes,0.055,12.05,21.73,618.05,0,1092.164091,2333.92,13.45,35.3,0.325,4,2,64.8,7.98,56.33,5.68,9.97,22.6,27.1,58.4,18.8,30.2,77.19,8.01
165,6037536102,3164,Los Angeles,12.2,72.2,15.6,74.1,17.8,1.8,0.2,5.3,0.8,90280,South Gate,63.9,Yes,0.044,12.05,17.726,669.11,0.02,8183.524768,2135.53,63.8,85.5,3.295,10,21.75,74.2,9.14,37.83,7.69,9.23,33.4,17.9,36.4,9.1,25.6,67.42,6.99
166,6037237202,4388,Los Angeles,14.9,76.8,8.3,61.3,0.8,35.8,0.1,0.3,1.8,90047,Los Angeles,63.82,Yes,0.046,12.05,16.12,664.07,0,3648.440342,1039.82,11,8,0.785,0,20.2,58.12,7.16,137.25,7.76,10.85,47.5,14.9,47.1,11.5,38.8,85.96,8.91
167,6065030400,6414,Riverside,18.7,73.4,7.9,78,7.2,11.5,0.4,1.5,1.4,92507,Riverside,63.8,Yes,0.065,12.47,25.892,960.39,0,1172.774542,1820.51,33.2,31.5,0.47,0,6,70.3,8.66,61.75,5.06,9.13,40,12.8,59.7,12.9,26.1,71.05,7.37
168,6037542502,4284,Los Angeles,18.4,75.1,6.5,57.1,0.6,40.4,0.6,0.7,0.6,90220,Compton,63.76,Yes,0.044,12.05,22.485,444.63,0,6050.658398,622.21,4.5,18.5,0.545,6,2.75,55.46,6.83,110.81,9.17,12.82,40.9,10.7,60.7,20,33.5,89.99,9.33
169,6037127104,3573,Los Angeles,13.7,77.8,8.5,52.5,32.4,4.6,0.2,8,2.4,91405,Van Nuys,63.75,Yes,0.055,11.21,18.09,618.05,0,921.6040264,1502.57,2.2,7.5,5.56,4,1.25,55.98,6.9,98.74,7.67,13.75,25.9,19.2,54.3,21.8,31.5,89.15,9.25
170,6019002800,5205,Fresno,23.3,71.5,5.2,63.1,8,4.5,0.6,22.4,1.4,93703,Fresno,63.65,Yes,0.065,15.4,36.6,681.2,0,2441.611601,821.23,0,9,0.11,0,0,53.35,6.57,100.91,7.65,12.3,57.4,23.4,80.2,21.5,30.9,93.41,9.69
